MSVC_x86\err_gauss__\terminate_________\0\bench.exe,happy,1,7.9609
MSVC_x86\err_gauss__\terminate_________\0\bench.exe,happy,16,75.4772
MSVC_x86\err_gauss__\terminate_________\0\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\0\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\1\bench.exe,happy,1,8.3654
MSVC_x86\err_gauss__\terminate_________\1\bench.exe,happy,16,76.9304
MSVC_x86\err_gauss__\terminate_________\1\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\1\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\2\bench.exe,happy,1,8.0916
MSVC_x86\err_gauss__\terminate_________\2\bench.exe,happy,16,75.4824
MSVC_x86\err_gauss__\terminate_________\2\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\2\bench.exe,sad,16,0.0003
MSVC_x86\err_gauss__\terminate_________\3\bench.exe,happy,1,7.5303
MSVC_x86\err_gauss__\terminate_________\3\bench.exe,happy,16,75.2213
MSVC_x86\err_gauss__\terminate_________\3\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\3\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\4\bench.exe,happy,1,7.9592
MSVC_x86\err_gauss__\terminate_________\4\bench.exe,happy,16,75.2924
MSVC_x86\err_gauss__\terminate_________\4\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\4\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\5\bench.exe,happy,1,7.9986
MSVC_x86\err_gauss__\terminate_________\5\bench.exe,happy,16,76.3247
MSVC_x86\err_gauss__\terminate_________\5\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\5\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\6\bench.exe,happy,1,8.2543
MSVC_x86\err_gauss__\terminate_________\6\bench.exe,happy,16,74.0295
MSVC_x86\err_gauss__\terminate_________\6\bench.exe,sad,1,0.0003
MSVC_x86\err_gauss__\terminate_________\6\bench.exe,sad,16,0.0003
MSVC_x86\err_gauss__\terminate_________\7\bench.exe,happy,1,7.6659
MSVC_x86\err_gauss__\terminate_________\7\bench.exe,happy,16,74.9023
MSVC_x86\err_gauss__\terminate_________\7\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\7\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\8\bench.exe,happy,1,7.6394
MSVC_x86\err_gauss__\terminate_________\8\bench.exe,happy,16,76.0406
MSVC_x86\err_gauss__\terminate_________\8\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\8\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\9\bench.exe,happy,1,8.4115
MSVC_x86\err_gauss__\terminate_________\9\bench.exe,happy,16,75.0934
MSVC_x86\err_gauss__\terminate_________\9\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\9\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\10\bench.exe,happy,1,8.1124
MSVC_x86\err_gauss__\terminate_________\10\bench.exe,happy,16,76.5357
MSVC_x86\err_gauss__\terminate_________\10\bench.exe,sad,1,0.0003
MSVC_x86\err_gauss__\terminate_________\10\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\11\bench.exe,happy,1,8.0332
MSVC_x86\err_gauss__\terminate_________\11\bench.exe,happy,16,76.0564
MSVC_x86\err_gauss__\terminate_________\11\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\11\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\12\bench.exe,happy,1,7.9537
MSVC_x86\err_gauss__\terminate_________\12\bench.exe,happy,16,73.5755
MSVC_x86\err_gauss__\terminate_________\12\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\12\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\13\bench.exe,happy,1,7.9083
MSVC_x86\err_gauss__\terminate_________\13\bench.exe,happy,16,75.4257
MSVC_x86\err_gauss__\terminate_________\13\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\13\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\14\bench.exe,happy,1,8.0116
MSVC_x86\err_gauss__\terminate_________\14\bench.exe,happy,16,76.8878
MSVC_x86\err_gauss__\terminate_________\14\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\14\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\15\bench.exe,happy,1,7.9103
MSVC_x86\err_gauss__\terminate_________\15\bench.exe,happy,16,73.9143
MSVC_x86\err_gauss__\terminate_________\15\bench.exe,sad,1,0.0003
MSVC_x86\err_gauss__\terminate_________\15\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\16\bench.exe,happy,1,7.3780
MSVC_x86\err_gauss__\terminate_________\16\bench.exe,happy,16,74.7805
MSVC_x86\err_gauss__\terminate_________\16\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\16\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\17\bench.exe,happy,1,7.8314
MSVC_x86\err_gauss__\terminate_________\17\bench.exe,happy,16,77.6167
MSVC_x86\err_gauss__\terminate_________\17\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\17\bench.exe,sad,16,0.0003
MSVC_x86\err_gauss__\terminate_________\18\bench.exe,happy,1,7.7301
MSVC_x86\err_gauss__\terminate_________\18\bench.exe,happy,16,77.6956
MSVC_x86\err_gauss__\terminate_________\18\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\18\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\19\bench.exe,happy,1,8.5597
MSVC_x86\err_gauss__\terminate_________\19\bench.exe,happy,16,78.1498
MSVC_x86\err_gauss__\terminate_________\19\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\19\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\20\bench.exe,happy,1,7.9595
MSVC_x86\err_gauss__\terminate_________\20\bench.exe,happy,16,74.9360
MSVC_x86\err_gauss__\terminate_________\20\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\20\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\21\bench.exe,happy,1,7.8181
MSVC_x86\err_gauss__\terminate_________\21\bench.exe,happy,16,76.1554
MSVC_x86\err_gauss__\terminate_________\21\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\21\bench.exe,sad,16,0.0003
MSVC_x86\err_gauss__\terminate_________\22\bench.exe,happy,1,8.0706
MSVC_x86\err_gauss__\terminate_________\22\bench.exe,happy,16,76.9514
MSVC_x86\err_gauss__\terminate_________\22\bench.exe,sad,1,0.0003
MSVC_x86\err_gauss__\terminate_________\22\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\23\bench.exe,happy,1,7.3714
MSVC_x86\err_gauss__\terminate_________\23\bench.exe,happy,16,75.4970
MSVC_x86\err_gauss__\terminate_________\23\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\23\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\24\bench.exe,happy,1,7.6659
MSVC_x86\err_gauss__\terminate_________\24\bench.exe,happy,16,77.5390
MSVC_x86\err_gauss__\terminate_________\24\bench.exe,sad,1,0.0003
MSVC_x86\err_gauss__\terminate_________\24\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\25\bench.exe,happy,1,7.6774
MSVC_x86\err_gauss__\terminate_________\25\bench.exe,happy,16,72.8276
MSVC_x86\err_gauss__\terminate_________\25\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\25\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\26\bench.exe,happy,1,7.6644
MSVC_x86\err_gauss__\terminate_________\26\bench.exe,happy,16,77.2905
MSVC_x86\err_gauss__\terminate_________\26\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\26\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\27\bench.exe,happy,1,7.0760
MSVC_x86\err_gauss__\terminate_________\27\bench.exe,happy,16,74.5114
MSVC_x86\err_gauss__\terminate_________\27\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\27\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\28\bench.exe,happy,1,7.6446
MSVC_x86\err_gauss__\terminate_________\28\bench.exe,happy,16,77.0732
MSVC_x86\err_gauss__\terminate_________\28\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\28\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\29\bench.exe,happy,1,7.6952
MSVC_x86\err_gauss__\terminate_________\29\bench.exe,happy,16,75.7158
MSVC_x86\err_gauss__\terminate_________\29\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\29\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\30\bench.exe,happy,1,7.0832
MSVC_x86\err_gauss__\terminate_________\30\bench.exe,happy,16,74.7736
MSVC_x86\err_gauss__\terminate_________\30\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\30\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\31\bench.exe,happy,1,8.3047
MSVC_x86\err_gauss__\terminate_________\31\bench.exe,happy,16,76.8167
MSVC_x86\err_gauss__\terminate_________\31\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\31\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\32\bench.exe,happy,1,7.3803
MSVC_x86\err_gauss__\terminate_________\32\bench.exe,happy,16,76.2003
MSVC_x86\err_gauss__\terminate_________\32\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\32\bench.exe,sad,16,0.0003
MSVC_x86\err_gauss__\terminate_________\33\bench.exe,happy,1,7.7373
MSVC_x86\err_gauss__\terminate_________\33\bench.exe,happy,16,75.1815
MSVC_x86\err_gauss__\terminate_________\33\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\33\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\34\bench.exe,happy,1,7.3932
MSVC_x86\err_gauss__\terminate_________\34\bench.exe,happy,16,75.4464
MSVC_x86\err_gauss__\terminate_________\34\bench.exe,sad,1,0.0003
MSVC_x86\err_gauss__\terminate_________\34\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\35\bench.exe,happy,1,8.2644
MSVC_x86\err_gauss__\terminate_________\35\bench.exe,happy,16,74.9656
MSVC_x86\err_gauss__\terminate_________\35\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\35\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\36\bench.exe,happy,1,7.6748
MSVC_x86\err_gauss__\terminate_________\36\bench.exe,happy,16,74.4325
MSVC_x86\err_gauss__\terminate_________\36\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\36\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\37\bench.exe,happy,1,7.4825
MSVC_x86\err_gauss__\terminate_________\37\bench.exe,happy,16,75.9378
MSVC_x86\err_gauss__\terminate_________\37\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\37\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\38\bench.exe,happy,1,8.5047
MSVC_x86\err_gauss__\terminate_________\38\bench.exe,happy,16,76.4136
MSVC_x86\err_gauss__\terminate_________\38\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\38\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\39\bench.exe,happy,1,8.1383
MSVC_x86\err_gauss__\terminate_________\39\bench.exe,happy,16,75.6102
MSVC_x86\err_gauss__\terminate_________\39\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\39\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\40\bench.exe,happy,1,7.6644
MSVC_x86\err_gauss__\terminate_________\40\bench.exe,happy,16,74.5686
MSVC_x86\err_gauss__\terminate_________\40\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\40\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\41\bench.exe,happy,1,7.0763
MSVC_x86\err_gauss__\terminate_________\41\bench.exe,happy,16,75.1726
MSVC_x86\err_gauss__\terminate_________\41\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\41\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\42\bench.exe,happy,1,7.3714
MSVC_x86\err_gauss__\terminate_________\42\bench.exe,happy,16,75.7861
MSVC_x86\err_gauss__\terminate_________\42\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\42\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\43\bench.exe,happy,1,7.6708
MSVC_x86\err_gauss__\terminate_________\43\bench.exe,happy,16,75.9410
MSVC_x86\err_gauss__\terminate_________\43\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\43\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\44\bench.exe,happy,1,7.3711
MSVC_x86\err_gauss__\terminate_________\44\bench.exe,happy,16,74.1265
MSVC_x86\err_gauss__\terminate_________\44\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\44\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\45\bench.exe,happy,1,7.6751
MSVC_x86\err_gauss__\terminate_________\45\bench.exe,happy,16,76.0308
MSVC_x86\err_gauss__\terminate_________\45\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\45\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\46\bench.exe,happy,1,7.2977
MSVC_x86\err_gauss__\terminate_________\46\bench.exe,happy,16,74.9282
MSVC_x86\err_gauss__\terminate_________\46\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\46\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\47\bench.exe,happy,1,8.2540
MSVC_x86\err_gauss__\terminate_________\47\bench.exe,happy,16,76.0610
MSVC_x86\err_gauss__\terminate_________\47\bench.exe,sad,1,0.0003
MSVC_x86\err_gauss__\terminate_________\47\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\48\bench.exe,happy,1,7.9653
MSVC_x86\err_gauss__\terminate_________\48\bench.exe,happy,16,75.8235
MSVC_x86\err_gauss__\terminate_________\48\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\48\bench.exe,sad,16,0.0003
MSVC_x86\err_gauss__\terminate_________\49\bench.exe,happy,1,7.8110
MSVC_x86\err_gauss__\terminate_________\49\bench.exe,happy,16,78.7040
MSVC_x86\err_gauss__\terminate_________\49\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\49\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\50\bench.exe,happy,1,7.3800
MSVC_x86\err_gauss__\terminate_________\50\bench.exe,happy,16,74.1466
MSVC_x86\err_gauss__\terminate_________\50\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\50\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\51\bench.exe,happy,1,8.2540
MSVC_x86\err_gauss__\terminate_________\51\bench.exe,happy,16,76.2058
MSVC_x86\err_gauss__\terminate_________\51\bench.exe,sad,1,0.0003
MSVC_x86\err_gauss__\terminate_________\51\bench.exe,sad,16,0.0000
MSVC_x86\err_gauss__\terminate_________\52\bench.exe,happy,1,7.8058
MSVC_x86\err_gauss__\terminate_________\52\bench.exe,happy,16,74.7725
MSVC_x86\err_gauss__\terminate_________\52\bench.exe,sad,1,0.0000
MSVC_x86\err_gauss__\terminate_________\52\bench.exe,sad,16,0.0003
MSVC_x86\err_gauss__\terminate_________\53\bench.exe,happy,1,8.1794
