MSVC_c64,err_gauss,alt_return,0,bench.exe,happy,8,39.8288
MSVC_c64,err_gauss,alt_return,0,bench.exe,sad,8,103.5080
MSVC_c64,err_gauss,alt_return,0,bench.exe,happy_param,8,42.0707
MSVC_c64,err_gauss,alt_return,0,bench.exe,sad_param,8,109.7779
MSVC_c64,err_gauss,alt_return,0,bench.exe,happy_ret,8,40.8369
MSVC_c64,err_gauss,alt_return,0,bench.exe,sad_ret,8,104.0866
MSVC_c64,err_gauss,alt_return,0,bench.exe,happy_ret_nd,8,14.7657
MSVC_c64,err_gauss,alt_return,0,bench.exe,sad_ret_nd,8,69.2675
MSVC_c64,err_gauss,alt_return,1,bench.exe,happy,8,38.9150
MSVC_c64,err_gauss,alt_return,1,bench.exe,sad,8,109.7676
MSVC_c64,err_gauss,alt_return,1,bench.exe,happy_param,8,40.0838
MSVC_c64,err_gauss,alt_return,1,bench.exe,sad_param,8,113.4702
MSVC_c64,err_gauss,alt_return,1,bench.exe,happy_ret,8,42.2043
MSVC_c64,err_gauss,alt_return,1,bench.exe,sad_ret,8,113.2399
MSVC_c64,err_gauss,alt_return,1,bench.exe,happy_ret_nd,8,15.0421
MSVC_c64,err_gauss,alt_return,1,bench.exe,sad_ret_nd,8,72.2988
MSVC_c64,err_gauss,alt_return,2,bench.exe,happy,8,39.1332
MSVC_c64,err_gauss,alt_return,2,bench.exe,sad,8,102.7710
MSVC_c64,err_gauss,alt_return,2,bench.exe,happy_param,8,42.5141
MSVC_c64,err_gauss,alt_return,2,bench.exe,sad_param,8,108.0634
MSVC_c64,err_gauss,alt_return,2,bench.exe,happy_ret,8,42.5405
MSVC_c64,err_gauss,alt_return,2,bench.exe,sad_ret,8,108.8193
MSVC_c64,err_gauss,alt_return,2,bench.exe,happy_ret_nd,8,15.6432
MSVC_c64,err_gauss,alt_return,2,bench.exe,sad_ret_nd,8,69.8611
MSVC_c64,err_gauss,alt_return,3,bench.exe,happy,8,37.1838
MSVC_c64,err_gauss,alt_return,3,bench.exe,sad,8,104.8616
MSVC_c64,err_gauss,alt_return,3,bench.exe,happy_param,8,41.0983
MSVC_c64,err_gauss,alt_return,3,bench.exe,sad_param,8,109.2385
MSVC_c64,err_gauss,alt_return,3,bench.exe,happy_ret,8,39.9410
MSVC_c64,err_gauss,alt_return,3,bench.exe,sad_ret,8,108.8648
MSVC_c64,err_gauss,alt_return,3,bench.exe,happy_ret_nd,8,15.3484
MSVC_c64,err_gauss,alt_return,3,bench.exe,sad_ret_nd,8,71.5475
MSVC_c64,err_gauss,alt_return,4,bench.exe,happy,8,39.6589
MSVC_c64,err_gauss,alt_return,4,bench.exe,sad,8,107.2487
MSVC_c64,err_gauss,alt_return,4,bench.exe,happy_param,8,41.7028
MSVC_c64,err_gauss,alt_return,4,bench.exe,sad_param,8,110.3514
MSVC_c64,err_gauss,alt_return,4,bench.exe,happy_ret,8,41.5698
MSVC_c64,err_gauss,alt_return,4,bench.exe,sad_ret,8,111.3912
MSVC_c64,err_gauss,alt_return,4,bench.exe,happy_ret_nd,8,15.3495
MSVC_c64,err_gauss,alt_return,4,bench.exe,sad_ret_nd,8,71.9701
MSVC_c64,err_gauss,alt_return,5,bench.exe,happy,8,40.3671
MSVC_c64,err_gauss,alt_return,5,bench.exe,sad,8,100.6920
MSVC_c64,err_gauss,alt_return,5,bench.exe,happy_param,8,43.0386
MSVC_c64,err_gauss,alt_return,5,bench.exe,sad_param,8,105.5024
MSVC_c64,err_gauss,alt_return,5,bench.exe,happy_ret,8,42.3557
MSVC_c64,err_gauss,alt_return,5,bench.exe,sad_ret,8,103.2587
MSVC_c64,err_gauss,alt_return,5,bench.exe,happy_ret_nd,8,14.9442
MSVC_c64,err_gauss,alt_return,5,bench.exe,sad_ret_nd,8,71.0529
MSVC_c64,err_gauss,alt_return,6,bench.exe,happy,8,39.1361
MSVC_c64,err_gauss,alt_return,6,bench.exe,sad,8,104.7977
MSVC_c64,err_gauss,alt_return,6,bench.exe,happy_param,8,41.4627
MSVC_c64,err_gauss,alt_return,6,bench.exe,sad_param,8,108.0501
MSVC_c64,err_gauss,alt_return,6,bench.exe,happy_ret,8,40.7264
MSVC_c64,err_gauss,alt_return,6,bench.exe,sad_ret,8,107.9177
MSVC_c64,err_gauss,alt_return,6,bench.exe,happy_ret_nd,8,14.7536
MSVC_c64,err_gauss,alt_return,6,bench.exe,sad_ret_nd,8,72.7341
MSVC_c64,err_gauss,alt_return,7,bench.exe,happy,8,38.8074
MSVC_c64,err_gauss,alt_return,7,bench.exe,sad,8,104.7436
MSVC_c64,err_gauss,alt_return,7,bench.exe,happy_param,8,41.3885
MSVC_c64,err_gauss,alt_return,7,bench.exe,sad_param,8,109.1394
